products,cycle,phase,elapsed_s,private_bytes,managed_bytes,handles,gdi,user,threads,gc0,gc1,gc2,dispatcher_ms,pending_dispatcher,cache_entries,image_lookups,scan_ms,render_ms
100000,6,before_idle,205.508,303009792,57101000,691,30,44,37,1435,1310,94,0.679,17,500,0,0.000,0.000
100000,6,after_idle,225.537,281427968,59737772,679,26,41,35,1536,1409,94,0.081,3,500,0,0.000,0.000
100000,7,Rows,228.467,300244992,117531960,656,27,41,37,1565,1437,95,0.293,1042,500,0,77.460,306.109
100000,7,Rows,230.971,300388352,60557340,651,27,41,36,1583,1451,98,0.225,21,500,0,2270.359,229.476
100000,7,Rows,231.215,300666880,61174012,652,28,41,37,1585,1453,98,0.333,15,500,0,73.047,167.262
100000,7,Rows,231.454,301113344,60656836,653,30,41,37,1587,1455,99,0.232,15,500,0,36.667,199.047
100000,7,Rows,231.667,301109248,61799924,652,32,41,37,1589,1456,99,0.313,15,500,0,72.944,136.722
100000,7,Rows,231.962,300802048,59898496,652,34,41,37,1592,1458,100,0.813,15,500,0,72.875,215.492
100000,7,Rows,232.173,301117440,62789576,652,36,41,37,1593,1459,100,0.807,15,500,0,82.984,121.878
100000,7,Rows,232.442,301469696,59961528,652,38,41,37,1596,1462,101,0.244,15,500,0,59.728,203.045
100000,7,Rows,232.657,301473792,61646012,652,40,41,37,1598,1463,101,0.238,15,500,0,70.112,141.539
100000,7,Rows,232.932,301121536,60257036,652,42,41,37,1601,1465,102,0.253,15,500,0,70.211,201.452
100000,7,Grid,233.274,300937216,61897116,652,46,41,37,1604,1467,102,0.234,13,500,0,184.310,141.670
100000,7,Grid,233.557,301617152,60269888,652,28,41,37,1607,1469,103,0.600,13,500,0,71.457,207.840
100000,7,Grid,233.755,302055424,62341188,652,30,41,37,1608,1470,103,0.291,13,500,0,47.601,141.960
100000,7,Grid,234.040,301543424,60119972,652,32,41,37,1611,1472,104,0.252,13,500,0,73.592,205.435
100000,7,Grid,234.274,301740032,60929556,652,34,41,37,1613,1474,104,0.262,13,500,0,75.597,154.224
100000,7,Grid,234.548,302170112,59499964,652,36,41,37,1616,1476,105,0.343,13,500,0,76.384,193.243
100000,7,Grid,234.743,303304704,61594892,652,38,41,37,1617,1477,105,0.246,13,500,0,45.851,142.432
100000,7,Grid,235.020,302309376,60344048,652,40,41,37,1620,1480,106,0.274,13,500,0,81.418,192.281
100000,7,Grid,235.213,302604288,62796476,652,42,41,37,1621,1481,106,0.245,13,500,0,43.558,145.349
100000,7,Grid,235.495,302059520,60340388,652,44,41,37,1624,1483,107,0.318,13,500,0,73.388,204.070
100000,7,before_idle,237.664,311828480,57100740,689,30,43,37,1638,1496,108,0.154,18,500,0,0.000,0.000
100000,7,after_idle,257.711,290537472,62568988,680,26,41,36,1736,1593,108,0.047,3,500,0,0.000,0.000
100000,8,Rows,260.475,303575040,120997388,659,27,42,37,1766,1621,110,0.293,1042,500,0,82.429,279.999
100000,8,Rows,263.167,302456832,60457408,654,27,42,36,1785,1635,113,0.287,21,500,0,2420.173,268.148
100000,8,Rows,263.425,303194112,60385268,655,28,42,37,1787,1637,113,0.329,15,500,0,83.005,170.467
100000,8,Rows,263.618,303996928,62727684,655,30,42,37,1788,1638,113,0.700,15,500,0,36.909,152.178
100000,8,Rows,263.897,303071232,60269096,655,32,42,37,1791,1640,114,0.273,15,500,0,72.885,197.156
100000,8,Rows,264.095,303538176,62211744,655,34,42,37,1792,1641,114,0.242,15,500,0,41.194,152.186
100000,8,Rows,264.389,303001600,60254912,655,36,42,37,1795,1643,115,0.501,15,500,0,76.360,213.446
100000,8,Rows,264.626,303128576,60317552,655,38,42,37,1797,1645,115,0.278,15,500,0,68.821,164.299
100000,8,Rows,264.818,304017408,62618100,655,40,42,37,1798,1646,115,0.278,15,500,0,38.574,148.639
100000,8,Rows,265.111,303308800,60347448,655,42,42,37,1801,1648,116,0.542,15,500,0,75.408,209.943
100000,8,Grid,265.489,303308800,60216856,655,46,42,37,1805,1650,116,0.287,13,500,0,192.230,168.165
100000,8,Grid,265.692,304586752,62578848,655,28,42,37,1806,1651,116,0.501,13,500,0,54.744,144.452
100000,8,Grid,265.989,303845376,60023696,655,30,42,37,1809,1653,117,0.341,13,500,0,76.828,214.585
100000,8,Grid,266.236,304070656,60178452,655,32,42,37,1811,1655,117,0.365,13,500,0,82.112,160.647
100000,8,Grid,266.430,304660480,62684000,655,34,42,37,1812,1656,117,0.250,13,500,0,38.698,150.949
100000,8,Grid,266.724,303960064,60464592,655,36,42,37,1815,1658,118,0.258,13,500,0,75.173,215.216
100000,8,Grid,266.973,304107520,60437228,655,38,42,37,1817,1660,118,0.269,13,500,0,63.706,181.339
100000,8,Grid,267.168,304476160,62884236,655,40,42,37,1818,1661,118,0.256,13,500,0,43.356,147.645
100000,8,Grid,267.460,304103424,60029936,655,42,42,37,1821,1663,119,0.476,13,500,0,77.758,209.803
100000,8,Grid,267.690,304381952,60776928,655,44,42,37,1823,1665,119,0.231,13,500,0,71.789,154.634
100000,8,before_idle,269.868,324227072,61719312,698,30,45,38,1836,1677,120,0.610,17,500,0,0.000,0.000
100000,8,after_idle,289.884,303452160,62921976,686,26,42,38,1934,1774,120,0.052,1,500,0,0.000,0.000
100000,9,Rows,292.894,308944896,109719388,663,27,42,40,1965,1802,123,0.837,1042,500,0,76.998,302.851
100000,9,Rows,295.359,306384896,60404092,658,27,42,39,1982,1815,125,0.233,21,500,0,2215.316,241.188
100000,9,Rows,295.580,307265536,62423904,661,28,43,40,1984,1816,125,0.330,15,500,0,76.021,141.902
100000,9,Rows,295.865,307441664,60260228,662,30,43,40,1987,1818,126,0.247,15,500,0,67.030,214.283
100000,9,Rows,296.105,307466240,59882268,661,32,43,40,1989,1820,126,0.235,15,500,0,84.179,152.428
100000,9,Rows,296.310,307769344,62271832,661,34,43,40,1990,1821,126,0.238,15,500,0,46.760,154.943
100000,9,Rows,296.586,307769344,60215136,661,36,43,40,1993,1823,127,0.329,15,500,0,76.412,195.589
100000,9,Rows,296.773,308613120,62204384,661,38,43,40,1994,1824,127,0.231,15,500,0,50.162,132.658
100000,9,Rows,297.060,308072448,59898232,661,40,43,40,1997,1826,128,0.651,15,500,0,67.240,215.397
100000,9,Rows,297.303,308207616,60303608,661,42,44,40,1999,1828,128,0.398,15,500,0,74.969,163.925
100000,9,Grid,297.743,308207616,60566132,661,46,43,40,2003,1831,129,0.194,13,500,0,202.405,203.328
100000,9,Grid,297.984,308629504,60717848,661,28,43,40,2005,1833,129,0.324,13,500,0,77.702,158.704
100000,9,Grid,298.183,308629504,63141264,661,30,43,40,2006,1834,129,0.499,13,500,0,53.576,139.033
100000,9,Grid,298.470,308629504,59952168,661,32,43,40,2009,1836,130,0.273,13,500,0,75.529,202.112
100000,9,Grid,298.697,308629504,60709108,661,34,43,40,2011,1838,130,0.286,13,500,0,76.073,147.018
100000,9,Grid,298.956,308772864,60711208,661,36,43,40,2013,1840,131,0.299,13,500,0,54.457,201.278
100000,9,Grid,299.182,308772864,61940904,661,38,43,40,2015,1841,131,0.250,13,500,0,75.641,144.643
100000,9,Grid,299.466,308772864,60195812,661,40,43,40,2018,1843,132,0.266,13,500,0,75.739,204.078
100000,9,Grid,299.703,308772864,60346904,661,42,43,40,2020,1845,132,0.414,13,500,0,74.023,153.858
100000,9,Grid,299.904,309190656,62807936,661,44,43,40,2021,1846,132,0.225,13,500,0,39.474,153.362
100000,9,before_idle,302.460,324214784,60045900,697,30,45,40,2037,1859,134,0.759,16,500,0,0.000,0.000
100000,9,after_idle,322.491,302948352,64597988,686,26,42,38,2135,1956,134,0.263,3,500,0,0.000,0.000
100000,10,Rows,325.406,308453376,113393168,663,27,42,40,2166,1984,137,0.295,1042,500,0,94.482,289.168
100000,10,Rows,328.095,305336320,60080784,652,27,41,38,2185,1998,140,0.235,21,500,0,2434.661,249.854
100000,10,Rows,328.348,305700864,60410832,653,28,41,39,2187,2000,140,0.348,15,500,0,85.196,164.457
100000,10,Rows,328.531,305995776,62775448,653,30,41,39,2188,2001,140,0.851,15,500,0,37.047,141.517
100000,10,Rows,328.816,305975296,60292788,653,32,41,39,2191,2004,141,0.248,15,500,0,78.917,196.651
100000,10,Rows,329.024,305983488,62546024,653,34,41,39,2192,2005,141,0.245,15,500,0,44.888,157.796
100000,10,Rows,329.312,305975296,60252880,653,36,41,39,2195,2007,142,0.288,15,500,0,77.000,207.624
100000,10,Rows,329.550,306118656,60402496,653,38,41,39,2197,2009,142,0.391,15,500,0,76.649,155.578
100000,10,Rows,329.758,306126848,62700216,653,40,41,39,2198,2010,142,0.248,15,500,0,39.870,159.813
100000,10,Rows,330.065,306118656,60279664,653,42,41,39,2201,2012,143,0.257,15,500,0,75.942,226.825
100000,10,Grid,330.446,306118656,60252708,653,46,41,39,2205,2014,143,0.314,13,500,0,180.401,171.933
100000,10,Grid,330.654,306688000,62599652,653,28,41,39,2206,2015,143,0.254,13,500,0,45.517,155.689
100000,10,Grid,330.958,306679808,60199976,653,30,41,39,2209,2017,144,0.488,13,500,0,83.750,212.786
100000,10,Grid,331.185,306405376,60192956,653,32,41,39,2211,2019,144,0.247,13,500,0,68.042,155.645
100000,10,Grid,331.400,306700288,62684748,653,34,41,39,2212,2020,144,0.234,13,500,0,58.436,152.393
100000,10,Grid,331.691,306692096,60249740,653,36,41,39,2215,2022,145,0.276,13,500,0,68.141,218.975
100000,10,Grid,331.928,306692096,60468500,653,38,41,39,2217,2024,145,0.246,13,500,0,68.576,164.648
100000,10,Grid,332.115,306700288,62914296,653,40,41,39,2218,2025,145,0.255,13,500,0,42.339,140.516
100000,10,Grid,332.418,306769920,60174228,658,42,41,40,2221,2027,146,0.646,13,500,0,75.148,220.589
100000,10,Grid,332.651,306769920,60821548,658,44,41,40,2223,2029,146,0.249,13,500,0,78.750,146.992
100000,10,before_idle,335.222,324796416,58897336,695,30,43,40,2238,2041,147,0.377,17,500,0,0.000,0.000
100000,10,after_idle,355.267,302313472,64429812,689,28,42,38,2336,2137,147,0.046,3,500,0,0.000,0.000
100000,11,Rows,358.355,306528256,109933652,661,27,42,40,2367,2165,150,0.699,1042,500,0,120.334,276.013
100000,11,Rows,360.891,306028544,59978808,656,27,42,39,2386,2179,153,0.228,21,500,0,2290.829,241.045
100000,11,Rows,361.093,306143232,62653012,657,28,42,40,2387,2180,153,0.604,15,500,0,49.143,148.728
100000,11,Rows,361.392,306094080,59971836,658,30,42,40,2390,2182,154,0.292,15,500,0,83.670,211.404
100000,11,Rows,361.623,306094080,60216732,657,32,42,40,2392,2184,154,0.392,15,500,0,69.160,156.084
100000,11,Rows,361.827,306262016,62549360,657,34,42,40,2393,2185,154,0.266,15,500,0,45.117,150.546
