products,cycle,phase,elapsed_s,private_bytes,managed_bytes,handles,gdi,user,threads,gc0,gc1,gc2,dispatcher_ms,pending_dispatcher,cache_entries,image_lookups,scan_ms,render_ms,native_input_pending
100000,8,Rows,233.319,364732416,82359540,659,30,42,35,3156,2839,113,0.373,207,500,0,1687.394,185.068,1
100000,8,Rows,233.493,366010368,85598616,660,32,42,36,3157,2840,113,0.217,205,500,0,38.166,131.591,1
100000,8,Rows,233.724,365080576,82350580,660,29,42,36,3160,2842,114,0.216,200,500,0,69.024,158.063,1
100000,8,Rows,233.906,365473792,83184940,660,30,42,36,3162,2844,114,0.196,200,500,0,61.100,117.249,1
100000,8,Rows,234.057,366043136,85611180,660,32,42,36,3163,2845,114,0.201,200,500,0,37.442,110.311,1
100000,8,Rows,234.256,365137920,82352564,660,34,42,36,3166,2847,115,0.208,200,500,0,59.078,136.253,1
100000,8,Rows,234.441,365494272,83090560,660,36,42,36,3168,2849,115,0.202,200,500,0,62.563,119.228,1
100000,8,Rows,234.591,366112768,85537376,660,38,42,36,3169,2850,115,0.202,200,500,0,35.597,111.593,1
100000,8,Grid,234.902,365895680,82352620,660,42,42,36,3174,2852,116,0.212,199,500,0,149.596,136.317,1
100000,8,Grid,235.090,365682688,82987324,660,44,42,36,3176,2854,116,0.203,199,500,0,63.851,120.931,1
100000,8,Grid,235.240,366751744,85617588,660,46,42,36,3177,2855,116,0.193,198,500,0,35.933,110.774,1
100000,8,Grid,235.436,365846528,82352148,660,28,42,36,3180,2857,117,0.208,198,500,0,58.328,134.961,1
100000,8,Grid,235.617,366161920,83424164,660,30,42,36,3182,2859,117,0.203,198,500,0,61.930,115.591,1
100000,8,Grid,235.770,366432256,85975856,660,32,42,36,3183,2860,117,0.195,198,500,0,36.393,112.069,1
100000,8,Grid,235.968,365907968,82344588,660,34,42,36,3186,2862,118,0.209,198,500,0,59.675,134.919,1
100000,8,Grid,236.145,366149632,83848176,660,36,42,36,3188,2864,118,0.198,198,500,0,60.339,113.684,1
100000,8,Grid,236.324,366342144,82457036,660,38,42,36,3190,2866,119,0.206,198,500,0,61.104,114.608,1
100000,8,Grid,236.487,366342144,85675428,660,40,42,36,3192,2867,119,0.214,198,500,0,57.277,101.938,1
100000,8,before_idle,237.872,385486848,81933668,696,32,44,36,3207,2880,120,0.117,224,500,0,0.000,0.000,1
100000,8,after_idle,257.896,364052480,84847716,689,28,42,34,3461,3134,120,0.115,214,500,0,0.000,0.000,1
100000,9,Rows,260.095,377012224,139174416,666,27,42,36,3491,3162,122,0.266,1251,500,0,59.826,230.078,1
100000,9,Rows,260.202,377462784,138454484,666,28,42,36,3492,3163,122,0.239,1044,500,0,7.995,95.240,1
100000,9,Rows,262.154,376557568,84920496,660,30,42,35,3509,3179,124,0.226,230,500,0,1782.084,166.833,1
100000,9,Rows,262.307,376909824,88641020,661,32,42,36,3510,3180,124,0.208,228,500,0,36.896,112.614,1
100000,9,Rows,262.518,376848384,84913060,661,29,42,36,3513,3183,125,0.209,223,500,0,62.049,145.653,1
100000,9,Rows,262.697,376918016,86286672,661,30,42,36,3515,3185,125,0.199,223,500,0,59.714,115.825,1
100000,9,Rows,262.875,377081856,84908080,661,32,42,36,3517,3187,126,0.731,223,500,0,36.519,137.218,1
